proviNepal Congresse,district_name,constitueNepal Congressy,party,votes,winner,election_year
Koshi,Taplejung,1,CPN-UML,21943,True,2079
Koshi,Taplejung,1,CPN-UML,21735,False,2079
Koshi,Taplejung,1,Federal Democratic National Forum,941,False,2079
Koshi,Taplejung,1,Janata Samajwadi Party Nepal,628,False,2079
Koshi,Taplejung,1,RSP,406,False,2079
Koshi,Taplejung,1,राष्ट्रिय जनमुक्ति पार्टी,266,False,2079
Koshi,Taplejung,1,Independent,192,False,2079
Koshi,Taplejung,1,मंगोल नेशनल अर्गनाइजेसन,134,False,2079
Koshi,Taplejung,1,Janata Samajwadi Party Nepal,61,False,2079
Koshi,Taplejung,1,Janata Samajwadi Party Nepal,56,False,2079
Koshi,Taplejung,1,Independent,29,False,2079
Koshi,Pachthar,1,CPN-UML,32135,True,2079
Koshi,Pachthar,1,Nepal Congress,32089,False,2079
Koshi,Pachthar,1,RSP,1578,False,2079
Koshi,Pachthar,1,Janata Samajwadi Party Nepal,1274,False,2079
Koshi,Pachthar,1,Federal Democratic National Forum,1011,False,2079
Koshi,Pachthar,1,CPN-UML,816,False,2079
Koshi,Pachthar,1,RSP,526,False,2079
Koshi,Pachthar,1,मंगोल नेशनल अर्गनाइजेसन,522,False,2079
Koshi,Pachthar,1,राष्ट्रिय जनमुक्ति पार्टी,302,False,2079
Koshi,Pachthar,1,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,253,False,2079
Koshi,Pachthar,1,Independent,108,False,2079
Koshi,Pachthar,1,Independent,86,False,2079
Koshi,Pachthar,1,Janata Samajwadi Party Nepal,39,False,2079
Koshi,Pachthar,1,Independent,35,False,2079
Koshi,Pachthar,1,Independent,17,False,2079
Koshi,Illam,1,CPN-UML,25753,True,2079
Koshi,Illam,1,CPN-UML (एकिकृत समाजबादी),23089,False,2079
Koshi,Illam,1,मंगोल नेशनल अर्गनाइजेसन,2442,False,2079
Koshi,Illam,1,RSP,1599,False,2079
Koshi,Illam,1,Janata Samajwadi Party Nepal,1313,False,2079
Koshi,Illam,1,Independent,1184,False,2079
Koshi,Illam,1,Independent,640,False,2079
Koshi,Illam,1,Nepal Congress,347,False,2079
Koshi,Illam,1,राष्ट्रिय जनमुक्ति पार्टी,265,False,2079
Koshi,Illam,1,Independent,235,False,2079
Koshi,Illam,1,Federal Democratic National Forum,151,False,2079
Koshi,Illam,2,CPN-UML,30020,True,2079
Koshi,Illam,2,Nepal Congress,29906,False,2079
Koshi,Illam,2,RSP,1380,False,2079
Koshi,Illam,2,मंगोल नेशनल अर्गनाइजेसन,1363,False,2079
Koshi,Illam,2,राष्ट्रिय जनमुक्ति पार्टी,1272,False,2079
Koshi,Illam,2,Janata Samajwadi Party Nepal,724,False,2079
Koshi,Illam,2,Federal Democratic National Forum,684,False,2079
Koshi,Illam,2,RSP,510,False,2079
Koshi,Illam,2,Independent,91,False,2079
Koshi,Illam,2,Janata Samajwadi Party Nepal,69,False,2079
Koshi,Illam,2,Nepal Congress,54,False,2079
Koshi,Illam,2,CPN-UML,48,False,2079
Koshi,Illam,2,सामाजिक लोकतान्त्रिक पार्टी,45,False,2079
Koshi,Illam,2,Independent,19,False,2079
Koshi,Jhapa,1,Nepal Congress,39624,True,2079
Koshi,Jhapa,1,CPN-UML,25349,False,2079
Koshi,Jhapa,1,RSP,8564,False,2079
Koshi,Jhapa,1,मंगोल नेशनल अर्गनाइजेसन,1577,False,2079
Koshi,Jhapa,1,Federal Democratic National Forum,386,False,2079
Koshi,Jhapa,1,Janata Samajwadi Party Nepal,363,False,2079
Koshi,Jhapa,1,हाम्रो नेपाली पार्टी,331,False,2079
Koshi,Jhapa,1,Janata Samajwadi Party Nepal,304,False,2079
Koshi,Jhapa,1,नेपालका लागि नेपाली पार्टी,209,False,2079
Koshi,Jhapa,1,Independent,126,False,2079
Koshi,Jhapa,1,Independent,103,False,2079
Koshi,Jhapa,1,राष्ट्रिय जनमुक्ति पार्टी,48,False,2079
Koshi,Jhapa,1,Janata Samajwadi Party Nepal,46,False,2079
Koshi,Jhapa,1,नेपाल जनता पार्टी,27,False,2079
Koshi,Jhapa,1,Independent,14,False,2079
Koshi,Jhapa,2,CPN-UML,28716,True,2079
Koshi,Jhapa,2,Independent,26455,False,2079
Koshi,Jhapa,2,CPN-UML,13930,False,2079
Koshi,Jhapa,2,RSP,8781,False,2079
Koshi,Jhapa,2,Federal Democratic National Forum,762,False,2079
Koshi,Jhapa,2,मंगोल नेशनल अर्गनाइजेसन,684,False,2079
Koshi,Jhapa,2,Nepal Congress,446,False,2079
Koshi,Jhapa,2,Janata Samajwadi Party Nepal,428,False,2079
Koshi,Jhapa,2,राष्ट्रिय जनमुक्ति पार्टी,288,False,2079
Koshi,Jhapa,2,Independent,283,False,2079
Koshi,Jhapa,2,नेपाल विवेकशील पार्टी,252,False,2079
Koshi,Jhapa,2,Independent,244,False,2079
Koshi,Jhapa,2,Janata Samajwadi Party Nepal,133,False,2079
Koshi,Jhapa,2,नेपालका लागि नेपाली पार्टी,106,False,2079
Koshi,Jhapa,2,Janata Samajwadi Party Nepal,99,False,2079
Koshi,Jhapa,2,Independent,80,False,2079
Koshi,Jhapa,2,Independent,20,False,2079
Koshi,Jhapa,2,नेपाल मजदुर किसान पार्टी,14,False,2079
Koshi,Jhapa,3,RSP,40662,True,2079
Koshi,Jhapa,3,Nepal Congress,37386,False,2079
Koshi,Jhapa,3,RSP,3461,False,2079
Koshi,Jhapa,3,Independent,735,False,2079
Koshi,Jhapa,3,मंगोल नेशनल अर्गनाइजेसन,650,False,2079
Koshi,Jhapa,3,Janata Samajwadi Party Nepal,464,False,2079
Koshi,Jhapa,3,हाम्रो नेपाली पार्टी,374,False,2079
Koshi,Jhapa,3,Independent,294,False,2079
Koshi,Jhapa,3,जनमत पार्टी,194,False,2079
Koshi,Jhapa,3,Federal Democratic National Forum,113,False,2079
Koshi,Jhapa,3,सचेत नेपाली पार्टी(एकल चुनाव चिन्ह),107,False,2079
Koshi,Jhapa,3,Independent,82,False,2079
Koshi,Jhapa,3,Janata Samajwadi Party Nepal,70,False,2079
Koshi,Jhapa,3,राष्ट्रिय जनमुक्ति पार्टी,61,False,2079
Koshi,Jhapa,3,Nepal Congress,59,False,2079
Koshi,Jhapa,3,नेपाल मजदुर किसान पार्टी,35,False,2079
Koshi,Jhapa,3,मौलिक जरोकिलो पार्टी,35,False,2079
Koshi,Jhapa,3,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,26,False,2079
Koshi,Jhapa,4,CPN-UML,29315,True,2079
Koshi,Jhapa,4,Nepal Congress,22448,False,2079
Koshi,Jhapa,4,RSP,14069,False,2079
Koshi,Jhapa,4,Independent,5010,False,2079
Koshi,Jhapa,4,हाम्रो नेपाली पार्टी,917,False,2079
Koshi,Jhapa,4,Independent,810,False,2079
Koshi,Jhapa,4,Federal Democratic National Forum,706,False,2079
Koshi,Jhapa,4,मंगोल नेशनल अर्गनाइजेसन,445,False,2079
Koshi,Jhapa,4,जनमत पार्टी,416,False,2079
Koshi,Jhapa,4,Janata Samajwadi Party Nepal,183,False,2079
Koshi,Jhapa,4,राष्ट्रिय जनमुक्ति पार्टी,182,False,2079
Koshi,Jhapa,4,Janata Samajwadi Party Nepal,111,False,2079
Koshi,Jhapa,4,Independent,90,False,2079
Koshi,Jhapa,4,Independent,67,False,2079
Koshi,Jhapa,4,Nepal Congress,26,False,2079
Koshi,Jhapa,4,Independent,18,False,2079
Koshi,Jhapa,4,नेपाल मजदुर किसान पार्टी,13,False,2079
Koshi,Jhapa,4,Independent,10,False,2079
Koshi,Jhapa,5,CPN-UML,52319,True,2079
Koshi,Jhapa,5,Nepal Congress,23743,False,2079
Koshi,Jhapa,5,RSP,11759,False,2079
Koshi,Jhapa,5,जनमत पार्टी,1485,False,2079
Koshi,Jhapa,5,Federal Democratic National Forum,1281,False,2079
Koshi,Jhapa,5,मंगोल नेशनल अर्गनाइजेसन,744,False,2079
Koshi,Jhapa,5,Janata Samajwadi Party Nepal,629,False,2079
Koshi,Jhapa,5,Independent,356,False,2079
Koshi,Jhapa,5,नेपाल मजदुर किसान पार्टी,250,False,2079
Koshi,Jhapa,5,Independent,224,False,2079
Koshi,Jhapa,5,राष्ट्रिय जनमुक्ति पार्टी,214,False,2079
Koshi,Jhapa,5,Independent,165,False,2079
Koshi,Jhapa,5,Janata Samajwadi Party Nepal,105,False,2079
Koshi,Jhapa,5,नेश्नलिष्ट पिपल्स पार्टी,88,False,2079
Koshi,Jhapa,5,Independent,81,False,2079
Koshi,Jhapa,5,Independent,70,False,2079
Koshi,Jhapa,5,Independent,63,False,2079
Koshi,Jhapa,5,Independent,57,False,2079
Koshi,Jhapa,5,Nepal Congress,51,False,2079
Koshi,Jhapa,5,Independent,50,False,2079
Koshi,Jhapa,5,सचेत नेपाली पार्टी(एकल चुनाव चिन्ह),49,False,2079
Koshi,Jhapa,5,Independent,41,False,2079
Koshi,Jhapa,5,Independent,20,False,2079
Koshi,Jhapa,5,Independent,13,False,2079
Koshi,Jhapa,5,Independent,13,False,2079
Koshi,Sankhuwasabha,1,Nepal Congress,32161,True,2079
Koshi,Sankhuwasabha,1,CPN-UML,26721,False,2079
Koshi,Sankhuwasabha,1,RSP,1136,False,2079
Koshi,Sankhuwasabha,1,Janata Samajwadi Party Nepal,811,False,2079
Koshi,Sankhuwasabha,1,Independent,532,False,2079
Koshi,Sankhuwasabha,1,मंगोल नेशनल अर्गनाइजेसन,422,False,2079
Koshi,Sankhuwasabha,1,RSP,308,False,2079
Koshi,Sankhuwasabha,1,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,152,False,2079
Koshi,Sankhuwasabha,1,Federal Democratic National Forum,139,False,2079
Koshi,Sankhuwasabha,1,Independent,131,False,2079
Koshi,Sankhuwasabha,1,राष्ट्रिय जनमुक्ति पार्टी,46,False,2079
Koshi,Sankhuwasabha,1,नेश्नलिष्ट पिपल्स पार्टी,26,False,2079
Koshi,Terhathum,1,Nepal Congress,19707,True,2079
Koshi,Terhathum,1,CPN-UML,18631,False,2079
Koshi,Terhathum,1,Federal Democratic National Forum,725,False,2079
Koshi,Terhathum,1,RSP,415,False,2079
Koshi,Terhathum,1,Janata Samajwadi Party Nepal,118,False,2079
Koshi,Terhathum,1,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,83,False,2079
Koshi,Terhathum,1,मंगोल नेशनल अर्गनाइजेसन,82,False,2079
Koshi,Terhathum,1,Independent,57,False,2079
Koshi,Terhathum,1,राष्ट्रिय जनमुक्ति पार्टी,54,False,2079
Koshi,Terhathum,1,CPN-UML,29,False,2079
Koshi,Bhojpur,1,CPN-UML,28591,True,2079
Koshi,Bhojpur,1,CPN-UML,26202,False,2079
Koshi,Bhojpur,1,नेपालका लागि नेपाली पार्टी,1087,False,2079
Koshi,Bhojpur,1,Janata Samajwadi Party Nepal,943,False,2079
Koshi,Bhojpur,1,RSP,500,False,2079
Koshi,Bhojpur,1,मंगोल नेशनल अर्गनाइजेसन,386,False,2079
Koshi,Bhojpur,1,RSP,297,False,2079
Koshi,Bhojpur,1,हाम्रो नेपाली पार्टी,252,False,2079
Koshi,Bhojpur,1,खम्बुवान राष्ट्रिय मोर्चा नेपाल,162,False,2079
Koshi,Bhojpur,1,Independent,124,False,2079
Koshi,Bhojpur,1,Independent,105,False,2079
Koshi,Bhojpur,1,Independent,36,False,2079
Koshi,Dhankuta,1,CPN-UML,30101,True,2079
Koshi,Dhankuta,1,Nepal Congress,28704,False,2079
Koshi,Dhankuta,1,Independent,5926,False,2079
Koshi,Dhankuta,1,RSP,1059,False,2079
Koshi,Dhankuta,1,Federal Democratic National Forum,625,False,2079
Koshi,Dhankuta,1,मंगोल नेशनल अर्गनाइजेसन,217,False,2079
Koshi,Dhankuta,1,एकीकृत शक्ति नेपाल,95,False,2079
Koshi,Morang,1,Nepal Congress,27297,True,2079
Koshi,Morang,1,CPN-UML,26867,False,2079
Koshi,Morang,1,RSP,8063,False,2079
Koshi,Morang,1,RSP,4667,False,2079
Koshi,Morang,1,मंगोल नेशनल अर्गनाइजेसन,2218,False,2079
Koshi,Morang,1,Federal Democratic National Forum,711,False,2079
Koshi,Morang,1,हाम्रो नेपाली पार्टी,474,False,2079
Koshi,Morang,1,Independent,196,False,2079
Koshi,Morang,1,राष्ट्रिय जनमुक्ति पार्टी,62,False,2079
Koshi,Morang,1,नेपाल मजदुर किसान पार्टी,46,False,2079
Koshi,Morang,1,Independent,27,False,2079
Koshi,Morang,1,Independent,21,False,2079
Koshi,Morang,1,Independent,21,False,2079
Koshi,Morang,1,Independent,6,False,2079
Koshi,Morang,2,CPN-UML,33148,True,2079
Koshi,Morang,2,Nepal Congress,31940,False,2079
Koshi,Morang,2,RSP,4987,False,2079
Koshi,Morang,2,RSP,2745,False,2079
Koshi,Morang,2,हाम्रो नेपाली पार्टी,1457,False,2079
Koshi,Morang,2,मंगोल नेशनल अर्गनाइजेसन,424,False,2079
Koshi,Morang,2,Janata Samajwadi Party Nepal,334,False,2079
Koshi,Morang,2,Federal Democratic National Forum,219,False,2079
Koshi,Morang,2,Independent,207,False,2079
Koshi,Morang,2,Independent,118,False,2079
Koshi,Morang,2,नेपाल मजदुर किसान पार्टी,38,False,2079
Koshi,Morang,2,नेश्नलिष्ट पिपल्स पार्टी,27,False,2079
Koshi,Morang,2,Independent,22,False,2079
Koshi,Morang,3,Nepal Congress,48631,True,2079
Koshi,Morang,3,CPN-UML,25895,False,2079
Koshi,Morang,3,RSP,10998,False,2079
Koshi,Morang,3,RSP,3172,False,2079
Koshi,Morang,3,मंगोल नेशनल अर्गनाइजेसन,1520,False,2079
Koshi,Morang,3,Federal Democratic National Forum,453,False,2079
Koshi,Morang,3,Independent,388,False,2079
Koshi,Morang,3,हाम्रो नेपाली पार्टी,326,False,2079
Koshi,Morang,3,CPN-UML,234,False,2079
Koshi,Morang,3,Independent,110,False,2079
Koshi,Morang,3,Independent,74,False,2079
Koshi,Morang,3,Independent,63,False,2079
Koshi,Morang,3,Independent,61,False,2079
Koshi,Morang,3,नेपाल मजदुर किसान पार्टी,46,False,2079
Koshi,Morang,3,Janata Samajwadi Party Nepal,38,False,2079
Koshi,Morang,3,Independent,37,False,2079
Koshi,Morang,3,Independent,31,False,2079
Koshi,Morang,3,Independent,25,False,2079
Koshi,Morang,3,नेश्नलिष्ट पिपल्स पार्टी,21,False,2079
Koshi,Morang,3,Janata Samajwadi Party Nepal,18,False,2079
Koshi,Morang,3,Independent,10,False,2079
Koshi,Morang,3,Independent,10,False,2079
Koshi,Morang,3,Independent,8,False,2079
Koshi,Morang,3,Independent,8,False,2079
Koshi,Morang,3,Independent,7,False,2079
Koshi,Morang,3,Independent,6,False,2079
Koshi,Morang,3,Independent,4,False,2079
Koshi,Morang,3,Independent,4,False,2079
Koshi,Morang,3,Independent,2,False,2079
Koshi,Morang,3,Independent,1,False,2079
Koshi,Morang,3,Independent,1,False,2079
Koshi,Morang,4,CPN-UML,30612,True,2079
Koshi,Morang,4,CPN-UML,24463,False,2079
Koshi,Morang,4,RSP,7468,False,2079
Koshi,Morang,4,RSP,5333,False,2079
Koshi,Morang,4,हाम्रो नेपाली पार्टी,885,False,2079
Koshi,Morang,4,Independent,278,False,2079
Koshi,Morang,4,Independent,265,False,2079
Koshi,Morang,4,Independent,228,False,2079
Koshi,Morang,4,Janata Samajwadi Party Nepal,198,False,2079
Koshi,Morang,4,Independent,181,False,2079
Koshi,Morang,4,मंगोल नेशनल अर्गनाइजेसन,135,False,2079
Koshi,Morang,4,Nepal Congress,69,False,2079
Koshi,Morang,4,नेपाल मजदुर किसान पार्टी,63,False,2079
Koshi,Morang,4,Federal Democratic National Forum,51,False,2079
Koshi,Morang,4,Independent,27,False,2079
Koshi,Morang,4,Independent,27,False,2079
Koshi,Morang,5,Independent,21820,True,2079
Koshi,Morang,5,CPN-UML,17486,False,2079
Koshi,Morang,5,Janata Samajwadi Party Nepal,17390,False,2079
Koshi,Morang,5,RSP,2479,False,2079
Koshi,Morang,5,जनमत पार्टी,2395,False,2079
Koshi,Morang,5,RSP,2282,False,2079
Koshi,Morang,5,Independent,1900,False,2079
Koshi,Morang,5,हाम्रो नेपाली पार्टी,794,False,2079
Koshi,Morang,5,Independent,314,False,2079
Koshi,Morang,5,Independent,112,False,2079
Koshi,Morang,5,Federal Democratic National Forum,103,False,2079
Koshi,Morang,5,Independent,96,False,2079
Koshi,Morang,5,नेपाल लोकतान्त्रिक पार्टी,88,False,2079
Koshi,Morang,5,Independent,46,False,2079
Koshi,Morang,5,Independent,45,False,2079
Koshi,Morang,5,Independent,30,False,2079
Koshi,Morang,6,Nepal Congress,35224,True,2079
Koshi,Morang,6,CPN-UML,22946,False,2079
Koshi,Morang,6,RSP,9140,False,2079
Koshi,Morang,6,RSP,8925,False,2079
Koshi,Morang,6,जनमत पार्टी,1844,False,2079
Koshi,Morang,6,Independent,900,False,2079
Koshi,Morang,6,नागरिक उन्मुक्ति पार्टी,508,False,2079
Koshi,Morang,6,हाम्रो नेपाली पार्टी,434,False,2079
Koshi,Morang,6,Independent,192,False,2079
Koshi,Morang,6,Federal Democratic National Forum,109,False,2079
Koshi,Morang,6,"जनता प्रगतिशिल पार्टी, नेपाल",59,False,2079
Koshi,Morang,6,मंगोल नेशनल अर्गनाइजेसन,42,False,2079
Koshi,Morang,6,नेपाल मजदुर किसान पार्टी,39,False,2079
Koshi,Morang,6,Independent,36,False,2079
Koshi,Morang,6,बहुजन शक्ति पार्टी,28,False,2079
Koshi,Sunsari,1,Janata Samajwadi Party Nepal,17059,True,2079
Koshi,Sunsari,1,RSP,16606,False,2079
Koshi,Sunsari,1,CPN-UML,13087,False,2079
Koshi,Sunsari,1,RSP,7884,False,2079
Koshi,Sunsari,1,Independent,7812,False,2079
Koshi,Sunsari,1,Independent,3818,False,2079
Koshi,Sunsari,1,Independent,1864,False,2079
Koshi,Sunsari,1,Independent,1760,False,2079
Koshi,Sunsari,1,Federal Democratic National Forum,715,False,2079
Koshi,Sunsari,1,Independent,367,False,2079
Koshi,Sunsari,1,Janata Samajwadi Party Nepal,349,False,2079
Koshi,Sunsari,1,जनमत पार्टी,305,False,2079
Koshi,Sunsari,1,किरात खम्बुवान साझा पार्टी,278,False,2079
Koshi,Sunsari,1,Independent,275,False,2079
Koshi,Sunsari,1,मंगोल नेशनल अर्गनाइजेसन,230,False,2079
Koshi,Sunsari,1,Independent,177,False,2079
Koshi,Sunsari,1,Independent,164,False,2079
Koshi,Sunsari,1,Independent,138,False,2079
Koshi,Sunsari,1,Independent,76,False,2079
Koshi,Sunsari,1,Independent,57,False,2079
Koshi,Sunsari,2,CPN-UML,32024,True,2079
Koshi,Sunsari,2,Nepal Congress,26068,False,2079
Koshi,Sunsari,2,RSP,19391,False,2079
Koshi,Sunsari,2,RSP,4269,False,2079
Koshi,Sunsari,2,जनमत पार्टी,1192,False,2079
Koshi,Sunsari,2,नागरिक उन्मुक्ति पार्टी,1162,False,2079
Koshi,Sunsari,2,नेपाल लोकतान्त्रिक पार्टी,1023,False,2079
Koshi,Sunsari,2,हाम्रो नेपाली पार्टी,691,False,2079
Koshi,Sunsari,2,Federal Democratic National Forum,460,False,2079
Koshi,Sunsari,2,मंगोल नेशनल अर्गनाइजेसन,384,False,2079
Koshi,Sunsari,2,Independent,375,False,2079
Koshi,Sunsari,2,Janata Samajwadi Party Nepal,308,False,2079
Koshi,Sunsari,2,Independent,251,False,2079
Koshi,Sunsari,2,Independent,177,False,2079
Koshi,Sunsari,2,मौलिक जरोकिलो पार्टी,141,False,2079
Koshi,Sunsari,2,Janata Samajwadi Party Nepal,108,False,2079
Koshi,Sunsari,2,CPN-UML,107,False,2079
Koshi,Sunsari,2,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,97,False,2079
Koshi,Sunsari,2,Independent,73,False,2079
Koshi,Sunsari,2,Independent,69,False,2079
Koshi,Sunsari,2,विवेकशील साझा पार्टी,56,False,2079
Koshi,Sunsari,2,Independent,36,False,2079
Koshi,Sunsari,2,Independent,28,False,2079
Koshi,Sunsari,2,Independent,23,False,2079
Koshi,Sunsari,2,Independent,15,False,2079
Koshi,Sunsari,2,Independent,13,False,2079
Koshi,Sunsari,2,Independent,11,False,2079
Koshi,Sunsari,3,CPN-UML,40788,True,2079
Koshi,Sunsari,3,Nepal Congress,35600,False,2079
Koshi,Sunsari,3,RSP,6453,False,2079
Koshi,Sunsari,3,RSP,1903,False,2079
Koshi,Sunsari,3,हाम्रो नेपाली पार्टी,944,False,2079
Koshi,Sunsari,3,Independent,336,False,2079
Koshi,Sunsari,3,Federal Democratic National Forum,214,False,2079
Koshi,Sunsari,3,Janata Samajwadi Party Nepal,210,False,2079
Koshi,Sunsari,3,Independent,119,False,2079
Koshi,Sunsari,3,Independent,110,False,2079
Koshi,Sunsari,3,Nepal Congress,90,False,2079
Koshi,Sunsari,3,Independent,65,False,2079
Koshi,Sunsari,3,Independent,65,False,2079
Koshi,Sunsari,3,पिछडावर्ग निषाद दलित जनजाती पार्टी,54,False,2079
Koshi,Sunsari,3,राष्ट्रिय जनमुक्ति पार्टी,40,False,2079
Koshi,Sunsari,3,मौलिक जरोकिलो पार्टी,38,False,2079
Koshi,Sunsari,3,Independent,31,False,2079
Koshi,Sunsari,3,Independent,14,False,2079
Koshi,Sunsari,3,Independent,13,False,2079
Koshi,Sunsari,3,Independent,11,False,2079
Koshi,Sunsari,3,Independent,9,False,2079
Koshi,Sunsari,3,Independent,7,False,2079
Koshi,Sunsari,4,Nepal Congress,30483,True,2079
Koshi,Sunsari,4,CPN-UML,30371,False,2079
Koshi,Sunsari,4,RSP,3232,False,2079
Koshi,Sunsari,4,RSP,3181,False,2079
Koshi,Sunsari,4,Independent,2457,False,2079
Koshi,Sunsari,4,जनमत पार्टी,2153,False,2079
Koshi,Sunsari,4,Janata Samajwadi Party Nepal,1373,False,2079
Koshi,Sunsari,4,"जनता प्रगतिशिल पार्टी, नेपाल",409,False,2079
Koshi,Sunsari,4,Independent,147,False,2079
Koshi,Sunsari,4,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,102,False,2079
Koshi,Sunsari,4,Federal Democratic National Forum,87,False,2079
Koshi,Sunsari,4,CPN-UML माओवादी समाजवादी,79,False,2079
Koshi,Sunsari,4,Independent,69,False,2079
Koshi,Sunsari,4,नेपालका लागि नेपाली पार्टी,56,False,2079
Koshi,Sunsari,4,Independent,44,False,2079
Koshi,Sunsari,4,Independent,39,False,2079
Koshi,Sunsari,4,एकीकृत शक्ति नेपाल,38,False,2079
Koshi,Sunsari,4,नेपाल मजदुर किसान पार्टी,21,False,2079
Koshi,Sunsari,4,Independent,19,False,2079
Koshi,Sunsari,4,Independent,15,False,2079
Koshi,Sunsari,4,Independent,11,False,2079
Koshi,Sunsari,4,Independent,11,False,2079
Koshi,Sunsari,4,Independent,9,False,2079
Koshi,Sunsari,4,Independent,9,False,2079
Koshi,Sunsari,4,Independent,8,False,2079
Koshi,Solukhumbu,1,CPN-UML,19324,True,2079
Koshi,Solukhumbu,1,Nepal Congress,16545,False,2079
Koshi,Solukhumbu,1,Janata Samajwadi Party Nepal,901,False,2079
Koshi,Solukhumbu,1,CPN-UML,490,False,2079
Koshi,Solukhumbu,1,RSP,279,False,2079
Koshi,Solukhumbu,1,नेपाल मजदुर किसान पार्टी,138,False,2079
Koshi,Solukhumbu,1,मंगोल नेशनल अर्गनाइजेसन,107,False,2079
Koshi,Solukhumbu,1,Federal Democratic National Forum,26,False,2079
Koshi,Khotang,1,CPN-UML,31351,True,2079
Koshi,Khotang,1,CPN-UML,28682,False,2079
Koshi,Khotang,1,Janata Samajwadi Party Nepal,1914,False,2079
Koshi,Khotang,1,RSP,1761,False,2079
Koshi,Khotang,1,Independent,239,False,2079
Koshi,Khotang,1,आमूल परिवर्तन मसिहा पार्टी नेपाल,204,False,2079
Koshi,Khotang,1,नेपाल मजदुर किसान पार्टी,140,False,2079
Koshi,Khotang,1,मंगोल नेशनल अर्गनाइजेसन,131,False,2079
Koshi,Okhaldhunga,1,Nepal Congress,33556,True,2079
Koshi,Okhaldhunga,1,CPN-UML,26738,False,2079
Koshi,Okhaldhunga,1,Janata Samajwadi Party Nepal,897,False,2079
Koshi,Okhaldhunga,1,RSP,714,False,2079
Koshi,Okhaldhunga,1,मंगोल नेशनल अर्गनाइजेसन,356,False,2079
Koshi,Okhaldhunga,1,RSP,222,False,2079
Koshi,Okhaldhunga,1,नेपाल मजदुर किसान पार्टी,88,False,2079
Koshi,Okhaldhunga,1,Federal Democratic National Forum,14,False,2079
Koshi,Udayapur,1,Nepal Congress,31270,True,2079
Koshi,Udayapur,1,CPN-UML,28891,False,2079
Koshi,Udayapur,1,RSP,3915,False,2079
Koshi,Udayapur,1,RSP,3444,False,2079
Koshi,Udayapur,1,Janata Samajwadi Party Nepal,1906,False,2079
Koshi,Udayapur,1,CPN-UML,637,False,2079
Koshi,Udayapur,1,मंगोल नेशनल अर्गनाइजेसन,442,False,2079
Koshi,Udayapur,1,नागरिक उन्मुक्ति पार्टी,206,False,2079
Koshi,Udayapur,1,सचेत नेपाली पार्टी(एकल चुनाव चिन्ह),182,False,2079
Koshi,Udayapur,1,Janata Samajwadi Party Nepal,146,False,2079
Koshi,Udayapur,1,Independent,138,False,2079
Koshi,Udayapur,1,राष्ट्रिय जनमुक्ति पार्टी,120,False,2079
Koshi,Udayapur,1,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,63,False,2079
Koshi,Udayapur,1,नेपाल मजदुर किसान पार्टी,44,False,2079
Koshi,Udayapur,1,"जनता प्रगतिशिल पार्टी, नेपाल",38,False,2079
Koshi,Udayapur,1,Federal Democratic National Forum,13,False,2079
Koshi,Udayapur,2,CPN-UML,15251,True,2079
Koshi,Udayapur,2,CPN-UML (एकिकृत समाजबादी),12893,False,2079
Koshi,Udayapur,2,Independent,10379,False,2079
Koshi,Udayapur,2,मंगोल नेशनल अर्गनाइजेसन,1430,False,2079
Koshi,Udayapur,2,RSP,910,False,2079
Koshi,Udayapur,2,RSP,481,False,2079
Koshi,Udayapur,2,Janata Samajwadi Party Nepal,367,False,2079
Koshi,Udayapur,2,नेपाल मजदुर किसान पार्टी,117,False,2079
Koshi,Udayapur,2,हाम्रो नेपाली पार्टी,116,False,2079
Koshi,Udayapur,2,Independent,96,False,2079
Koshi,Udayapur,2,जनजागरण पार्टी नेपाल,87,False,2079
Koshi,Udayapur,2,Nepal Congress,34,False,2079
Madhesh,Saptari,1,Janata Samajwadi Party Nepal,23604,True,2079
Madhesh,Saptari,1,जनमत पार्टी,19996,False,2079
Madhesh,Saptari,1,Nepal Congress,14312,False,2079
Madhesh,Saptari,1,Independent,2881,False,2079
Madhesh,Saptari,1,Independent,2345,False,2079
Madhesh,Saptari,1,Independent,1536,False,2079
Madhesh,Saptari,1,नागरिक उन्मुक्ति पार्टी,1378,False,2079
Madhesh,Saptari,1,RSP,1117,False,2079
Madhesh,Saptari,1,RSP,1054,False,2079
Madhesh,Saptari,1,Independent,580,False,2079
Madhesh,Saptari,1,Independent,519,False,2079
Madhesh,Saptari,1,नेपाल लोकतान्त्रिक पार्टी,383,False,2079
Madhesh,Saptari,1,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,166,False,2079
Madhesh,Saptari,1,नेपाल मजदुर किसान पार्टी,123,False,2079
Madhesh,Saptari,1,Independent,72,False,2079
Madhesh,Saptari,1,मंगोल नेशनल अर्गनाइजेसन,47,False,2079
Madhesh,Saptari,1,Independent,40,False,2079
Madhesh,Saptari,1,Independent,37,False,2079
Madhesh,Saptari,1,Independent,31,False,2079
Madhesh,Saptari,1,Independent,14,False,2079
